ID,Code,Address/Intersection/Area,Latitude,Longitude,"Date of cleanup, inspection or posting",Staff hours,# staff members,Pieces of equipment used,Items to storage?,Hazmat,Yards of debris,Images?
311641,SWM30,Ferry Street Bridge,44.0596951301109,-123.082046220394,Mar-20,0,1,0,Yes; expired,,0,Yes
313430,SFS30,HWY 99/Roosevelt Blvd,44.0637608116944,-123.136140989819,Mar-20,7,4,3,No,,0,No
314106,SFS30,Madison/Clark,44.0592893261506,-123.102555366524,Mar-20,12,4,3,No,Called NW Hazmat (feces),0,No
314107,PFI10,Amazon Community Center,44.0281163034578,-123.082331061918,Mar-20,0,1,0,No,,0,No
314194,SWM30,Ferry Street Bridge,44.0597105171031,-123.082006173700,Mar-20,0,1,0,No,,0,Yes
314382,PFI10,SB,44.0590854032271,-123.092175023820,Mar-20,0,1,0,No,Needles,0,Yes
314386,PFI10,AC,44.0498661782025,-123.167482247447,Mar-20,0.5,1,0,No,,0,Yes
314395,PFI10,Bertelsen,44.0551206402469,-123.161808972978,Mar-20,0.5,1,0,No,,0,Yes
314396,PFI10,Bertelsen,44.0551031386272,-123.161629782936,Mar-20,0.5,1,0,Yes; expired,,0,Yes
314399,PFI10,Bertelsen,44.0551441909006,-123.161072364797,Mar-20,0.5,1,0,Yes; returned,,0,Yes
314432,PFI10,Walnut Grove,44.0861672610031,-123.146779522581,Mar-20,1,1,0,No,,0,Yes
314480,SFS30,Pin location,44.0422928007993,-123.117862475592,Mar-20,1,2,1,No,,0,No
314485,PFI10,AC,44.0423042073715,-123.119890909328,Mar-20,0,1,0,No,,0,Yes
314568,SFS30,Pin location,44.0562257097882,-123.100305017755,Mar-20,2.5,3,1,No,,0,Yes
314642,SFS30,Pin location,44.0533819393067,-123.196344741966,Mar-20,10.5,4,2,No,,0,No
314664,SFS30,3rd/Monroe,44.0572650648564,-123.106098456447,Mar-20,1,1,1,No,,0,No
314705,SFS30,W 1st/Lawrence,44.0587406508303,-123.099495615458,Mar-20,9,5,3,No,,0,Yes
314746,SFS30,190-block S Danebo,44.0573978844976,-123.178155235520,Mar-20,2,2,1,No,,0,No
314775,SWM30,Chambers connector,44.0615453451401,-123.117328539174,Mar-20,0.5,1,0,No,,0,Yes
314776,SWM30,Chambers connector,44.0627117865381,-123.117074430128,Mar-20,0.5,1,0,Yes; returned,,0,Yes
314778,SWM30,Chambers connector,44.0619685577108,-123.117103895231,Mar-20,0.5,1,0,No,,0,Yes
314779,SWM30,Chambers connector,44.0613373886234,-123.116927443319,Mar-20,0.5,1,0,No,,0,Yes
314782,SWM30,Chambers connector,44.0610390627648,-123.116988307210,Mar-20,0.5,1,0,No,,0,Yes
314783,SWM30,Chambers connector,44.0609212555337,-123.116993814005,Mar-20,0.5,1,0,No,,0,Yes
314786,SWM30,Chambers connector,44.0604128926618,-123.117053438670,Mar-20,0.5,1,0,No,,0,Yes
314867,PFI10,Skinners Butte,44.0585524933342,-123.097157009227,Mar-20,0,1,0,Yes; expired,,0,Yes
315019,PFI10,Delta Ponds,44.0761928984335,-123.106933851425,Mar-20,0,1,0,No,,0,Yes
315042,PFI10,Knickerbocker,44.0442716590772,-123.052545841057,Mar-20,1,1,0,No,,0,Yes
315079,SFS30,1002 Grant St,44.0483990709657,-123.120355217150,Mar-20,3.5,5,1,No,,0,No
315083,SFS30,2nd/Adams,44.0576913998493,-123.105693590186,Mar-20,1.5,3,2,No,,0,No
315087,SFS30,E 8th Ave at Ferry Street Bridge,44.0532809602070,-123.086487936903,Mar-20,2.5,3,2,No,,0,No
315088,SFS30,697 Goodpasture Island Road,44.0850402517227,-123.102200670234,Mar-20,2,3,1,No,,0,No
315111,SFS30,Knickerbocker Bridge/South Bank Path,44.0444185016392,-123.052513600753,Mar-20,3,3,2,No,,0,No
315112,SFS30,Franklin/Walnut,44.0449403749723,-123.061484692514,Mar-20,2.5,3,1,No,,0,No
315113,PFI10,Riverview/I-5,44.0428271086045,-123.051622742313,Mar-20,2.5,3,1,No,,0,No
315245,PFI10,West Bank,44.0847616858928,-123.119008881597,Mar-20,1,1,0,No,,0,Yes
315271,PFI10,AC,44.0471438408512,-123.137555656483,Mar-20,0.25,1,0,No,,0,Yes
315276,SFS30,I-5/Franklin,44.0449834695158,-123.056168523098,Mar-20,3,3,2,No,,0,No
315279,SFS30,I-5/Riverview,44.0428271086045,-123.051622742313,Mar-20,3,3,2,No,,0,No
315280,SFS30,Hilyard/Amazon Pkwy,44.0241865666490,-123.081468881232,Mar-20,5.5,4,1,No,,0,No
315281,PFI10,AC,44.0461710649572,-123.131524173895,Mar-20,0.25,1,0,No,,0,Yes
315282,SFS30,Coburg/MLK,44.0600470547171,-123.082222093946,Mar-20,1.5,2,1,No,,0,No
315285,PFI10,Skinners Butte,44.0594108138283,-123.091456810230,Mar-20,0.5,2,0,No,,0,Yes
315287,PFI10,Delta Ponds,44.0714543595571,-123.114027833568,Mar-20,1,1,0,No,,0,Yes
315289,PFI10,WJ,44.0598708883231,-123.100353639136,Mar-20,0,1,0,No,,0,Yes
315301,PFI10,Delta Ponds,44.0759244968148,-123.107607312733,Mar-20,0.5,2,0,No,,0,Yes
315314,PFI10,AB,44.0524703277089,-123.079536100670,Mar-20,0.5,2,0,No,,0,Yes
315616,PFI10,Bertelsen,44.0549316198575,-123.161703876951,Mar-20,1,1,0,No,,0,Yes
315649,SFS30,3rd Aly/Madison,44.0560075994469,-123.103335706780,Mar-20,5.5,5,1,No,,0,No
315859,SFS30,6th/Broadway,44.0522467728162,-123.084393290167,Mar-20,3.5,4,2,No,,0,No
315967,PFI10,Amazon,44.0241932365111,-123.082071517257,Mar-20,0.5,2,0,No,,0,Yes
315991,PFI10,AB,44.0525070906330,-123.070857124981,Mar-20,0.5,2,0,No,,0,Yes
316051,SFS30,327 Adams,44.0562230846394,-123.106107916716,Mar-20,3.5,4,2,No,,0,No
316071,SFS30,W 3rd/Monroe,44.0559977077889,-123.104840402513,Mar-20,7,5,2,No,Called NW Hazmat,0,No
316084,SFS30,Pin location,44.0593682092705,-123.101791742934,Mar-20,3,3,1,No,,0,No
316085,SFS30,W 1st/Van Buren,44.0587420173158,-123.109428685305,Mar-20,3,3,1,No,,0,No
316088,SFS30,W 1st/Jefferson,44.0587524596980,-123.101770076756,Mar-20,11.5,5,4,Yes; expired,,0,No
316215,PFI10,Delta Ponds,44.0759959052928,-123.108489042236,Mar-20,1.5,2,0,No,,0,Yes
316230,SWM30,HWY 99/Roosevelt Blvd,44.0639671108996,-123.137607261902,Mar-20,0,1,0,No,,0,Yes
316243,SWM30,5th Street,44.0547299803963,-123.127691532502,Mar-20,0,1,0,No,,0,Yes
316252,PFI10,AB,44.0511331361347,-123.065279072661,Mar-20,1.5,2,0,No,,0,Yes
316260,SWM30,7th/Garfield,44.0518821778040,-123.124633815887,Mar-20,0,1,0,No,,0,Yes
316272,PFI10,North Bank,44.0660442654392,-123.106960487397,Mar-20,0.5,2,0,No,,0,Yes
316281,PFI10,Bertelsen,44.0550578136618,-123.158998706861,Mar-20,1,1,0,No,,0,Yes
316299,SFS30,W 1st/Van Buren,44.0587420173158,-123.109428685305,Mar-20,20,6,3,Yes; returned,,0,No
316360,PFI10,Amazon,44.0301595986224,-123.085969982906,Mar-20,0.25,1,0,No,,0,Yes
316396,PFI10,Rasor Park,44.0732235741131,-123.116118193731,Mar-20,1,1,0,No,,0,Yes
316641,PFI10,Skinners Butte,44.0584663527489,-123.089771626815,Mar-20,0.5,2,0,No,,0,Yes
316663,PFI10,Knickerbocker,44.0448537906072,-123.053076754361,Mar-20,1,2,0,No,,0,Yes
316666,SFS30,305 Taylor,44.0563718938240,-123.113658867319,Mar-20,5,5,3,No,,0,No
316680,PFI10,Debrick Slough,44.0862279415968,-123.103728155728,Mar-20,0,1,0,No,,0,Yes
316682,PFI10,Pin location,43.9988459198396,-123.052917599790,Mar-20,0.5,1,0,No,,0,Yes
316684,PFI10,Pin location,44.0874208978375,-123.170864162751,Mar-20,0.5,1,0,No,,0,Yes
316696,SFS30,W 2nd/Taylor,44.0575065714342,-123.113795513947,Mar-20,4,5,2,No,,0,No
316700,SFS30,3rd Aly/Taylor,44.0565145251558,-123.114050472695,Mar-20,8.5,5,3,No,,0,No
316707,SFS30,3rd/Monroe,44.0567888690137,-123.104809361455,Mar-20,10,5,3,No,,0,No
316709,SFS30,Monroe/Clark,44.0598351165715,-123.105266685504,Mar-20,8,5,3,No,Called NW Hazmat,0,No
316711,PFI10,AC,44.0464260836717,-123.145027731890,Mar-20,0.5,1,0,No,,0,Yes
316712,SFS30,W 18th/Chambers,44.0404284372522,-123.117673312996,Mar-20,6.5,5,4,No,,0,No
316716,SWM30,Chambers connector,44.0616764387641,-123.117141053513,Mar-20,0,1,0,No,,0,Yes
316718,SFS30,1st Aly/Jefferson Aly,44.0571757282689,-123.101831981101,Mar-20,15,5,4,No,,0,Yes
316721,PFI10,Oak Patch East,44.0461884312382,-123.131886080127,Mar-20,0.25,1,0,No,,0,Yes
316722,PFI10,Delta Ponds,44.0714307015302,-123.113998834323,Mar-20,0.5,2,0,No,,0,Yes
316737,SFS30,W 4th/Lawrence,44.0554446115773,-123.098744796805,Mar-20,10,5,4,No,,0,No
316738,SFS30,Polk/Railroad Blvd,44.0597634017224,-123.112369022359,Mar-20,10.5,5,2,No,,0,No
316740,SFS30,E 4th Ave/High St,44.0554308211291,-123.088088754100,Mar-20,4,4,2,No,,0,No
316819,PFI10,AC,44.0423000425171,-123.121905562464,Mar-20,0.5,1,0,No,,0,Yes
316822,SFS30,500 E 4th Ave,44.0553954422041,-123.085712541797,Mar-20,5.5,5,1,No,,2,No
316823,SFS30,Coburg/MLK,44.0594846513055,-123.080955424875,Mar-20,2,3,2,No,,0,No
316824,SFS30,2800 Bailey Lane,44.0760788176938,-123.066677656060,Mar-20,6.5,5,3,No,,0,No
316827,PFI10,AC,44.0465237349979,-123.144942750855,Mar-20,0.5,1,0,No,,0,Yes
316828,SWM30,Ferry Street Bridge,44.0528898959533,-123.086812143028,Mar-20,0.5,2,1,No,,0,No
316832,SFS30,2nd/Lawrence Aly,44.0576537559329,-123.104072681285,Mar-20,20.5,5,3,No,,0,No
316835,SFS30,2nd/Chambers,44.0575213085334,-123.117329766332,Mar-20,15,6,3,No,,5,No
316836,PFI10,Bertelsen,44.0556957621093,-123.158424744437,Mar-20,0.5,1,0,No,,0,Yes
316945,SFS30,7th/Chambers,44.0521816732336,-123.118329300119,Mar-20,3.5,5,2,No,,0,No
316955,PFI10,Skinners Butte,44.0603041834635,-123.090617871200,Mar-20,0.5,2,0,No,,0,Yes
316957,SFS30,701 High St,44.0519212046352,-123.087860293263,Mar-20,2,4,0,No,,0,No
316964,SFS30,Bailey Hill Road/Fern Ridge Path,44.0465252620567,-123.147936409101,Mar-20,2.5,3,1,No,,0,No
316968,SFS30,1688 Charnelton St,44.0413081352410,-123.096178989216,Mar-20,5.5,4,2,No,,0,No
316971,SFS30,12th/Mill,44.0466485480274,-123.086745260592,Mar-20,6.5,4,2,No,,0,No
316979,SFS30,400 E 2nd Avenue,44.0575977402979,-123.086556627796,Mar-20,3.5,4,2,No,,0,No
316989,PFI10,Terry,44.0920548869309,-123.190127658110,Mar-20,0.5,1,0,No,,0,Yes
316998,SWM30,Pin location,44.0519592439761,-123.087349432845,Mar-20,0,1,0,No,,0,No
316999,SWM30,Pin location,44.0519576148865,-123.087422522489,Mar-20,0,1,0,No,,0,No
317000,SFS30,E 5th/High,44.0536488433945,-123.087300981562,Mar-20,4,4,2,No,,0,No
317002,SFS30,400 E 2nd Avenue,44.0575977402979,-123.086556627796,Mar-20,4.5,4,2,No,,0,No
317006,SFS30,Broadway/Alder,44.0497920634422,-123.081092928319,Mar-20,4,4,2,No,,0,No
317032,PFI10,Delta Ponds,44.0741739031085,-123.113596961246,Mar-20,1,2,0,No,,0,Yes
317058,SFS30,3rd/Wallis,44.0555900335546,-123.154400093631,Mar-20,9,5,2,No,,6,No
317059,SFS30,11th/Beltline,44.0481137967676,-123.172874636064,Mar-20,1,1,1,No,,0,No
317147,PFI10,Oak Path West,44.0471689506128,-123.137516555447,Mar-20,0.25,1,0,No,,0,Yes
317157,PFI10,AC,44.0462159984389,-123.128002897404,Mar-20,0.5,1,0,No,,0,Yes
317159,PFI10,Rasor,44.0711565485858,-123.116528651134,Mar-20,0.5,2,0,No,,0,Yes
317163,PFI10,Melvin Miller,44.0307227452240,-123.134650658506,Mar-20,0.25,1,0,No,,0,Yes
317191,PFI10,Bertelsen,44.0551581233863,-123.162035615254,Mar-20,0.5,1,0,No,,0,Yes
317195,PFI10,Bertelsen,44.0551557073255,-123.159772252601,Mar-20,0,1,0,No,,0,Yes
317224,PFI10,5th/Wallis,44.0546870042551,-123.148699632243,Mar-20,0.5,1,0,No,,0,Yes
317372,PFI10,Skinners Butte,44.0633000573889,-123.100932773005,Mar-20,0.5,2,0,No,,0,Yes
317389,PFI10,AB,44.0519781280748,-123.068834840468,Mar-20,0.5,2,0,No,,0,Yes
317393,PFI10,AB,44.0531290338279,-123.067352307030,Mar-20,1,2,0,No,,0,Yes
317439,SFS30,2285 W 7th Ave,44.0535866097122,-123.127692711585,Mar-20,3,4,2,No,,0,No
317440,SFS30,Jacobs/Avalon,44.0770967395533,-123.150490211028,Mar-20,1,1,1,No,,0,No
317441,SFS30,HWY 99/McDougal,44.0935467889412,-123.166214504264,Mar-20,13.5,4,3,No,Called NW Hazmat,4,No
317556,PFI10,WJ,44.0532107916695,-123.100494289524,Mar-20,0.5,2,0,No,,0,Yes
317581,SFS30,853 Beltline WB,44.0970904630024,-123.127803249288,Mar-20,6,5,3,No,,0,No
317607,SFS30,Royal/Laurelhurst,44.0700042385678,-123.174841322726,Mar-20,10,4,2,No,,2,No
317608,SFS30,River/Silver,44.0956067460783,-123.127980382666,Mar-20,4.5,3,1,No,,0,No
317610,SFS30,W 7th/Grant,44.0521714692224,-123.120098444644,Mar-20,3.5,3,2,No,,0,No
317611,SFS30,Copping/Formac,44.0875878982203,-123.120827092217,Mar-20,0.5,1,1,No,,0,No
317858,SFS30,I-5/Riverview,44.0428271086045,-123.051622742313,Apr-20,2.5,2,1,No,,0,No
317859,SFS30,I-5/Riverview,44.0428271086045,-123.051622742313,Mar-20,2,2,1,No,,0,No
317860,SFS30,50 Ruby Ave,44.0982904702705,-123.130319522161,Mar-20,0.5,1,0,No,,0,No
317861,SFS30,1210 Chambers St,44.0463089249177,-123.118464768039,Mar-20,2,2,1,No,,0,No
317938,SFS30,West Bank Path,44.0875817815166,-123.120826826558,Mar-20,0.5,1,0,No,,0,No
317952,PFI10,Melvin Miller,44.0299916725367,-123.134524544640,Mar-20,0.25,1,0,No,,0,Yes
318132,SFS30,Delta Highway/Goodpasture Island,44.0850068328986,-123.102116910516,Mar-20,1.5,1,1,No,,0,No
318133,SFS30,I-5/Riverview,44.0428271086045,-123.051622742313,Mar-20,2,2,1,No,,0,No
318241,PFI10,AC,44.0422790322361,-123.122030475975,Mar-20,0.25,1,0,No,,0,Yes
318452,PFI10,Skinners Butte,44.0578392688912,-123.092145993249,Mar-20,0,1,0,No,,0,Yes
318709,PFI10,Knickerbocker,44.0447898821852,-123.052768845346,Apr-20,1,2,0,No,,0,Yes
319300,SFS30,Coburg/Southwood,44.0635274697155,-123.078262273488,Apr-20,2,2,1,No,,0,No
319480,SFS30,845 W 10th Ave,44.0493757511697,-123.105635363257,Apr-20,2,1,1,No,,0,No
319556,SFS30,605 Gilbert St,44.0679503381394,-123.143103864439,Apr-20,2,1,1,No,,0,No
319827,SFS30,River/Ruby,44.0988861666013,-123.129357181840,Apr-20,1.5,1,1,No,,0,No
319829,SFS30,50 Ruby Ave,44.0982904702705,-123.130319522161,Apr-20,1,1,1,No,,0,No
319998,SFS30,I-5/Riverview,44.0431005098747,-123.051248083937,Apr-20,1.5,1,1,No,,0,No
320030,SFS30,4168 W 1st Ave,44.0599395930328,-123.167129944544,Apr-20,1,1,1,No,,0,No
320059,SFS30,Robin Hood/Sherwood,44.0760113919074,-123.104770430308,Apr-20,5,4,2,No,,0,No
320120,SWM30,Pin location,44.0518207060311,-123.123505399313,Apr-20,0,1,0,No,,0,Yes
320240,SFS30,E 18th/Patterson,44.0400336326724,-123.084381418067,Apr-20,2,2,1,No,,0,No
320478,SFS30,E 30th/Hilyard,44.0241714755736,-123.081483460457,Apr-20,1,1,1,No,,0,No
320479,SFS30,800 Throne Drive,44.0700679437403,-123.182571541790,Apr-20,1,1,1,No,,0,No
320484,SFS30,18th/Chambers,44.0404261207169,-123.117692185691,Apr-20,4,4,4,No,,0,No
320513,SFS30,W 2nd/Lawrence,44.0576777468803,-123.098782860282,Apr-20,8,4,3,No,Called NW Hazmat,0,No
320534,SFS30,Chambers/River,44.0640025443996,-123.117213052364,Apr-20,5,1,1,No,,0,No
320561,SFS30,Owen Loop N/Ed Code,44.0531900340828,-123.191678154605,Apr-20,0.5,1,0,No,Called NW Hazmat,0,Yes
320579,SFS30,Southwood/Oakway,44.0635160121689,-123.078271399063,Apr-20,1,1,1,No,,0,No
320599,SFS30,4705 Jessen Drive,44.0918349714228,-123.177865598304,Apr-20,4,4,4,No,,0,No
320600,SFS30,2nd/Jackson,44.0575832576939,-123.107991429447,Apr-20,5,4,4,No,,0,No
320604,SFS30,17th/Chambers,44.0424162626844,-123.118009506425,Apr-20,4.5,4,4,No,,0,No
320614,SFS30,5th/Almaden,44.0543640091993,-123.116088210744,Apr-20,15,4,5,No,,0,No
320618,SFS30,25 Silver Ln,44.0958541260107,-123.128448181536,Apr-20,4,4,4,No,,0,No
320620,PFI10,Delta Ponds,44.0737754474770,-123.114090265186,Apr-20,0,1,0,No,Called NW Hazmat,0,Yes
320623,SFS30,1039 Taylor,44.0483739513501,-123.113749620938,Apr-20,2.5,4,5,No,,0,No
320625,SFS30,W 15th/Lincoln,44.0425643532968,-123.097717555865,Apr-20,4.5,4,4,No,,0,No
320626,SFS30,5th/Grant,44.0543826992372,-123.120074418559,Apr-20,2.5,4,4,No,,0,No
320629,SFS30,Acorn Park,44.0464942256225,-123.148436393614,Apr-20,4.5,4,4,No,,0,No
320631,SFS30,3rd/Wallis,44.0555655500875,-123.152012269750,Apr-20,10.5,4,5,No,,0,No
320632,SFS30,Beltline/Roosevelt,44.0646166979965,-123.173595851512,Apr-20,4.5,4,4,No,,0,No
320633,SFS30,W 12th/Hayes,44.0500047516172,-123.122210402421,Apr-20,4,4,4,No,,0,No
320723,SFS30,1550 High St,44.0428346107374,-123.088821533795,Apr-20,0.5,1,1,No,,0,No
320725,SFS30,1550 High St,44.0427720637552,-123.088170128939,Apr-20,0.5,1,1,No,,0,No
320732,SFS30,1435 Patterson St,44.0440298235040,-123.083591754225,Apr-20,3.5,4,4,No,,0,No
320733,SFS30,Oakway/St Andrews,44.0711745209181,-123.078459528708,Apr-20,2,4,4,No,,0,No
320739,SFS30,923 W 5th Ave,44.0544266482235,-123.106815442472,Apr-20,0.5,1,1,No,,0,No
320790,SFS30,18th/Chambers,44.0404397853148,-123.117685163776,Apr-20,6,1,1,No,,0,No
320817,SFS30,Broadway/Garfield,44.0499804196735,-123.122418582650,Apr-20,2.5,4,4,No,,0,No
320819,SFS30,W 11th/City View,44.0478314613929,-123.127866471385,Apr-20,4,4,4,No,,0,No
320821,SFS30,885 Grant St,44.0524330928680,-123.119992315527,Apr-20,2.5,4,4,No,,0,No
320923,SFS30,Beltline/River Road,44.0965728546388,-123.128279589348,Apr-20,4,4,4,No,,0,No
321018,PFI10,Scobert,44.0551368743644,-123.109953823532,Apr-20,0.5,1,0,No,,0,Yes
321023,PFI10,Lincoln School Park,44.0463819618951,-123.103899059643,Apr-20,0.25,1,0,No,,0,Yes
321112,SFS30,I-5/Franklin,44.0437795604605,-123.052387731336,Apr-20,1,1,1,No,,0,No
321304,SFS30,E 8th/Hilyard,44.0509446948264,-123.082569155977,Apr-20,9,4,4,No,,0,Yes
321331,PFI10,Lone Oak,44.0985918915511,-123.121700924884,Apr-20,0,1,0,No,,0,Yes
321340,SFS30,18th/Chambers,44.0420981207108,-123.115846202633,Apr-20,5,4,4,No,,0,No
321472,PFI10,W 6th Ave,44.0548442354514,-123.127656052563,Apr-20,0.5,1,0,No,,0,No
321586,SFS30,Pin location,44.0798215701062,-123.173259316183,May-20,0.5,1,1,No,,0,No
321623,SFS30,Owen Loop N/Ed Code,44.0537029018882,-123.191803274189,Apr-20,1,1,1,No,Called NW Hazmat,0,Yes
321635,PFI10,Garfield Park,44.0426547688054,-123.119753952731,Apr-20,0,1,0,No,,0,Yes
321830,PFI10,Pin location,44.0547512234239,-123.128248677762,May-20,0.5,1,0,No,,0,Yes
321831,PFI10,Monroe,44.0497165374757,-123.105287154113,May-20,0,2,0,No,,0,Yes
321890,SFS30,Bertelsen/Stewart,44.0501513921621,-123.157819713920,May-20,5.5,3,3,No,,0,No
321891,SFS30,10 Garfield St,44.0499701040861,-123.123958822510,May-20,4.5,3,3,No,,0,No
321892,SFS30,4th/Blair,44.0554439915930,-123.110454903120,May-20,3,3,3,No,,0,No
321893,SFS30,12th/Jefferson,44.0466567045696,-123.100303044594,May-20,4,3,3,No,,0,No
321896,SFS30,Pin location,44.0531574216480,-123.120042473399,May-20,4,3,3,No,,0,No
321904,SFS30,700 Almaden St,44.0511263464903,-123.115823214374,May-20,9,3,3,No,,0,No
321911,SFS30,E 15th/Oak,44.0433313011854,-123.091148520094,May-20,5,3,3,No,,0,No
321912,SFS30,I-105/Coburg,44.0623397192984,-123.079990895999,May-20,3.5,3,3,No,,0,No
321918,SFS30,7th Ave/Van Buren,44.0512346753638,-123.109441828038,May-20,3.5,3,3,No,,0,No
321927,SFS30,Beltline/Coburg,44.0870005926301,-123.067591522268,May-20,3.5,3,3,No,,0,No
321928,SFS30,2nd/Van Buren,44.0576582558007,-123.109414182588,May-20,2,3,3,No,,0,No
321942,SFS30,E 11th/Ferry St,44.0477182879908,-123.085113655548,May-20,4,3,3,No,,0,No
321944,SFS30,1st/Blair,44.0587689425994,-123.112379307316,May-20,2,3,3,No,,0,No
321945,SFS30,Roper/Roosevelt,44.0646987960596,-123.182707823843,May-20,2,3,3,No,,0,No
322256,SFS30,2475 Alder St,44.0323461056937,-123.080167194062,May-20,1,1,1,No,,0,No
322357,PFI10,Garfield,44.0424514663095,-123.122054190354,May-20,0.5,1,0,No,,0,Yes
322358,PFI10,Garfield,44.0424051637295,-123.121744230908,May-20,0.25,1,0,No,,0,Yes
322360,PFI10,Across from Mathews Community Garden,44.0423851473054,-123.122450883098,May-20,0,1,0,No,,0,Yes
322361,PFI10,Garfield,44.0423073738591,-123.122294467669,May-20,0.25,1,0,No,,0,Yes
322362,PFI10,Garfield,44.0422143006537,-123.120726469628,May-20,0.5,1,0,No,,0,Yes
322364,PFI10,Garfield,44.0422358369486,-123.119983935112,May-20,0.5,1,0,No,,0,Yes
322395,SFS30,Oakmont/Sorrel,44.0647989077029,-123.072421018824,May-20,3,1,1,No,,0,No
322589,PFI10,Garfield,44.0427379984383,-123.120877270044,May-20,0.25,1,0,No,,0,Yes
322605,SFS30,2100-block W 13th Ave,44.0455417647667,-123.124656340387,May-20,1.5,1,1,No,,0,No
322606,SFS30,W 10th/Hayes,44.0483533886613,-123.121784146177,May-20,1.5,1,1,No,,0,No
322610,SFS30,1730 W Broadway Aly,44.0495693424826,-123.118663207318,May-20,4,3,2,No,,0,No
322611,SFS30,980 Chambers St,44.0488825491472,-123.118062651872,May-20,1,1,1,No,,0,No
322612,PFI10,Bertelsen,44.0551072389327,-123.159863758941,May-20,0.5,1,0,No,,0,Yes
322613,PFI10,Bertelsen,44.0551185400631,-123.159779230284,May-20,0.5,1,0,No,,0,Yes
322745,SFS30,Legacy/Adelman,44.0767890459893,-123.203350051302,May-20,1,1,1,No,,0,No
322751,SFS30,870 Berntzen Road,44.0706178666855,-123.159526049510,May-20,1,1,1,No,,0,No
322773,SFS30,Beltline/River Road,44.0970204133198,-123.128650918806,May-20,1,1,1,No,,0,No
322774,SFS30,East Bank Path/MP01,44.0796147605856,-123.113980219274,May-20,1.5,1,1,No,,0,No
322775,SFS30,Chad/Old Coburg,44.0859918586019,-123.048513253292,May-20,7.5,3,3,No,,0,No
322822,PFI10,AB,44.0467872404676,-123.050183225096,May-20,0.5,1,0,No,,0,Yes
322831,SFS30,14th/Polk,44.0444245685319,-123.112477795619,May-20,4,3,3,No,,0,No
322832,SFS30,7th/Jefferson,44.0525150656876,-123.101851753050,May-20,5.5,3,3,No,,0,No
322836,SFS30,W 15th/Jefferson Aly,44.0433203279948,-123.101970766292,May-20,9.5,3,3,No,,0,No
322837,PFI10,Garfield,44.0426517989176,-123.121189593044,May-20,0.5,1,0,No,,0,Yes
322838,PFI10,Garfield,44.0427083263907,-123.121186429342,May-20,0,1,0,No,,0,Yes
322840,PFI10,Garfield,44.0423635181582,-123.122415865999,May-20,0.25,1,0,No,,0,Yes
322842,SFS30,W 1st/Monroe,44.0587405972997,-123.105282258910,May-20,7,3,3,No,,0,No
322843,SFS30,2nd/Monroe,44.0576403853310,-123.104833239053,May-20,4,3,3,No,,0,No
322846,SFS30,1st/Grand,44.0588048325075,-123.110295311290,May-20,4,3,3,No,,0,No
322848,SFS30,18th/Chambers,44.0404397853148,-123.117685163776,May-20,4,1,1,No,,0,No
322861,PFI10,Bertelsen,44.0551080742507,-123.159780142638,May-20,0.5,1,0,No,,0,Yes
323706,SFS30,Beltline/River Road,44.0969707407733,-123.128462593295,May-20,5.5,3,2,No,,0,Yes
323711,SFS30,4600 Isabelle St,44.0504609311697,-123.174978326759,May-20,4,3,3,No,,0,No
323726,SFS30,3590 W 3rd Ave,44.0551862605382,-123.153002816398,May-20,1.5,1,1,No,,0,No
323729,SFS30,300 Wilkie St,44.0665831374611,-123.136133618694,May-20,1,1,1,No,,0,No
323742,SFS30,W 6th/Polk,44.0527110911306,-123.113143584906,May-20,8.5,3,3,No,,0,No
323788,PFI10,Westmoreland,44.0420481184041,-123.116079209547,May-20,1,1,0,No,,0,Yes
323790,SFS30,321 Country Club Road,44.0643245523391,-123.089301686506,May-20,1,1,1,No,,0,No
323801,PFI10,Westmoreland,44.0421651873743,-123.116146444559,May-20,1,1,0,No,,0,Yes
323802,PFI10,Westmoreland,44.0423427751074,-123.116029435693,May-20,1,1,0,No,,0,Yes
323803,PFI10,Lincoln School Park,44.0465220016943,-123.103709232170,May-20,0.25,1,0,No,,0,Yes
323804,SFS30,Bailey/Bogart,44.0773583384811,-123.059428598973,May-20,7.5,3,3,No,,0,No
323813,SFS30,Division/Loan Oak,44.0987293532057,-123.124605221707,May-20,4,3,3,No,,0,No
323819,SFS30,1st/Blair,44.0587728803587,-123.113104544039,May-20,4,3,3,No,,0,No
323821,SFS30,Pin location,44.0556508286753,-123.103357155314,May-20,2,3,3,No,,0,No
323822,SFS30,160 Madison St,44.0576513236194,-123.103932235962,May-20,5.5,3,3,No,,0,No
323823,SFS30,245 Jackson St,44.0572320089242,-123.107919321738,May-20,3,3,3,No,,0,No
323839,SFS30,255 Madison St,44.0568976678775,-123.102921231594,May-20,7.5,3,3,No,,0,No
323855,SFS30,13th/Tyler,44.0455342165575,-123.110962014475,May-20,5,3,3,No,,0,No
323918,SFS30,15th/Wllamette Aly,44.0437403839944,-123.093477401545,May-20,13.5,3,3,No,,0,No
323919,SFS30,E 11th/Ferry St,44.0474332408635,-123.085116807418,May-20,7.5,3,3,No,,0,No
323943,SFS30,W 5th Aly/Almaden,44.0538154196364,-123.115479516056,May-20,2,1,1,No,Called NW Hazmat (feces),0,No
323945,SFS30,7th/Washington,44.0521433118874,-123.100303617552,May-20,6,3,3,No,,0,No
