ID,Code,Address/Intersection/Area,Latitude,Longitude,"Date of cleanup, inspection or posting",Staff hours,# staff members,Pieces of equipment used,Items to storage?,Hazmat,Yards of debris,Images?
331389,PFI10,WJ,44.0552874188763,-123.101517881894,Jul-20,0,1,0,No,,0,Yes
331404,PFI10,Gudukut,44.0447852426436,-123.125854306775,Jul-20,0,1,0,No,,0,Yes
331406,PFI10,Gudukut,44.0443995279338,-123.125889090133,Jul-20,0,1,0,No,,0,Yes
331440,PFI10,Sorrel Pond,44.0633989375615,-123.072427044687,Jul-20,0,1,0,No,,0,Yes
331442,PFI10,Sorrel Pond,44.0636517742847,-123.072239776348,Jul-20,0,1,0,No,,0,Yes
331543,PFI10,Maurie Jacobs,44.0644279390979,-123.107041407303,Jul-20,0,1,0,No,,0,Yes
331548,PFI10,NB,44.0661953476088,-123.107261469255,Jul-20,0,1,0,No,,0,Yes
331549,PFI10,NB,44.0660492462797,-123.107027386028,Jul-20,0.5,1,0,No,,0,Yes
331554,PFI10,WJ,44.0603377050092,-123.100464022253,Jul-20,0,1,0,No,,0,Yes
331701,SFS30,13th/Chambers,44.0455385377300,-123.117015250241,Jul-20,43,7,7,No,Called NW Hazmat,22*,Yes
331704,SFS30,14th/Chambers,44.0444469809570,-123.117401984249,Jul-20,42,5,5,No,Called NW Hazmat,16*,Yes
331894,PFI10,Gudukut,44.0440629640372,-123.127460183180,Jul-20,0,1,0,No,,0,Yes
332055,PFI10,Amazon Corridor,44.0467031067053,-123.149569466901,Jul-20,0,1,0,No,,0,Yes
332061,PFI10,Oak Patch East,44.0466262884101,-123.132970644039,Jul-20,0,1,0,No,,0,Yes
332065,PFI10,North Grant,44.0425706018191,-123.120068112541,Jul-20,0,1,0,No,,0,Yes
332066,PFI10,North Grant,44.0426908613196,-123.119977961656,Jul-20,0,1,0,No,,0,Yes
332076,PFI10,WJ,44.0536704233651,-123.102174960851,Jul-20,0,1,0,No,,0,Yes
332077,PFI10,WJ,44.0533952412374,-123.102023145335,Jul-20,0,1,0,No,,0,Yes
332078,PFI10,WJ,44.0529807501043,-123.100489750276,Jul-20,0,1,0,No,,0,Yes
332080,PFI10,WJ,44.0536687016663,-123.099892884792,Jul-20,0,1,0,No,,0,Yes
332082,PFI10,WJ,44.0577306302047,-123.101077279656,Jul-20,0,1,0,Yes; expired,,0,Yes
332087,PFI10,WJ,44.0562103371128,-123.100894794412,Jul-20,0,1,0,No,,0,Yes
332092,SFS30,35 Silver Lane,44.0961431833973,-123.128777119210,Jul-20,1.5,2,1,No,,0,No
332367,PFI10,Golden Gardens,44.0952045012682,-123.176943546249,Jul-20,0.5,1,0,Yes; expired,,0,Yes
332368,PFI10,WB,44.0685484385794,-123.115181898333,Jul-20,0,1,0,No,,0,Yes
332369,PFI10,WB,44.0762614370404,-123.116062150585,Jul-20,0.5,1,0,No,,0,Yes
332370,PFI10,Rasor,44.0690563572229,-123.116133151692,Jul-20,0.5,1,0,No,,0,Yes
332371,PFI10,SB,44.0632632759120,-123.100291606914,Jul-20,0,1,0,No,,0,Yes
332372,PFI10,MJ,44.0639232019818,-123.105487816158,Jul-20,0.5,1,0,No,,0,Yes
332373,PFI10,MJ,44.0637764690504,-123.105422169568,Jul-20,0.5,1,0,No,,0,Yes
332374,PFI10,MJ,44.0639680672407,-123.104940943908,Jul-20,0.5,1,0,No,,0,Yes
332375,PFI10,North Grant,44.0426992325755,-123.119890321202,Jul-20,0.25,1,0,No,,0,Yes
332376,PFI10,North Grant,44.0425065399737,-123.119830657539,Jul-20,0,1,0,No,,0,Yes
332464,PFI10,Garfield,44.0426008653077,-123.121818136786,Jul-20,0.25,1,0,No,,0,Yes
332466,PFI10,Garfield,44.0425663177403,-123.119412207440,Jul-20,0.25,1,0,No,,0,Yes
332468,PFI10,Grant,44.0422707567291,-123.122026122201,Jul-20,0,1,0,No,,0,Yes
332471,PFI10,Skinners Butte,44.0589888064611,-123.092440449626,Jul-20,0,1,0,No,,0,Yes
332473,PFI10,SB,44.0594216181438,-123.092775557789,Jul-20,0.5,1,0,No,,0,Yes
332480,PFI10,North of 1st,44.0589209222828,-123.101573314495,Jul-20,0.25,1,0,No,,0,Yes
332482,PFI10,WJ,44.0554471544079,-123.101071671826,Jul-20,0.25,1,0,No,,0,Yes
332483,PFI10,SB,44.0594153482762,-123.091523930410,Jul-20,0.5,1,0,No,,0,Yes
332484,PFI10,WJ,44.0567416119680,-123.101624490892,Jul-20,0,1,0,No,,0,Yes
332485,PFI10,WJ,44.0566392244329,-123.101568763204,Jul-20,0.25,1,0,No,,0,Yes
332500,PFI10,WJ,44.0531327895018,-123.101709077252,Jul-20,0.5,1,0,No,,0,Yes
332502,PFI10,WJ,44.0528681990786,-123.100887662377,Jul-20,0.25,1,0,No,,0,Yes
332503,PFI10,WJ,44.0529766650703,-123.100547503899,Jul-20,0,1,0,No,,0,Yes
332507,PFI10,WJ,44.0530670046271,-123.100578362092,Jul-20,0.25,1,0,No,,0,Yes
332524,PFI10,Skinners Butte,44.0566945060661,-123.093242393783,Jul-20,0,1,0,No,,0,Yes
332525,PFI10,Skinners Butte,44.0570698423537,-123.095758264766,Jul-20,0,1,0,No,,0,Yes
332526,PFI10,Skinners Butte,44.0570639168172,-123.095983001287,Jul-20,0.25,1,0,No,,0,Yes
332527,PFI10,Skinners Butte,44.0570337677183,-123.096010546774,Jul-20,0.25,1,0,No,,0,Yes
332528,PFI10,Skinners Butte,44.0570792535471,-123.096046088961,Jul-20,0.25,1,0,No,,0,Yes
332529,PFI10,Skinners Butte,44.0571510874092,-123.096067032212,Jul-20,0.25,1,0,No,,0,Yes
332531,PFI10,Skinners Butte,44.0573486168051,-123.096631514185,Jul-20,0.25,1,0,No,,0,Yes
332532,PFI10,Skinners Butte,44.0573905497862,-123.096753430228,Jul-20,0.25,1,0,No,,0,Yes
332534,PFI10,Skinners Butte,44.0576524275599,-123.097037382967,Jul-20,0,1,0,No,,0,Yes
332541,PFI10,AC,44.0462568250091,-123.131017957207,Jul-20,0.5,1,0,No,,0,Yes
332544,PFI10,Washington/Cheshire,44.0608228126351,-123.100469309969,Jul-20,0.5,1,0,No,,0,Yes
332578,PFI10,MJ,44.0637614083772,-123.102580837118,Jul-20,0.25,1,0,No,,0,Yes
332583,PFI10,SB,44.0605755256070,-123.091575730150,Jul-20,0.5,1,0,No,,0,Yes
332586,PFI10,Skinners Butte,44.0616429308472,-123.095405733974,Jul-20,0.25,1,0,No,,0,Yes
332590,PFI10,SB,44.0619655164108,-123.096047306582,Jul-20,0.5,1,0,No,,0,Yes
332600,PFI10,AB,44.0580132822600,-123.082693847767,Jul-20,0.25,1,0,No,,0,Yes
332602,PFI10,AB,44.0544463005342,-123.082680352186,Jul-20,0.25,1,0,No,,0,Yes
332603,PFI10,SB,44.0591730657466,-123.096862438362,Jul-20,0,1,0,No,,0,Yes
332605,PFI10,SB,44.0597568507418,-123.096759315989,Jul-20,0,1,0,No,,0,Yes
332606,PFI10,SB,44.0601848866818,-123.096139927210,Jul-20,0,1,0,No,,0,Yes
332690,PFI10,Garfield,44.0427517150843,-123.121115163393,Jul-20,0,1,0,No,,0,Yes
332691,PFI10,Garfield,44.0427435533364,-123.121010078453,Jul-20,0,1,0,No,,0,Yes
332715,PFI10,WJ,44.0562527036437,-123.101403031347,Jul-20,0,1,0,No,,0,Yes
332716,PFI10,WJ,44.0562763144189,-123.101454365246,Jul-20,0,1,0,No,,0,Yes
332719,PFI10,WJ,44.0562926630829,-123.101496271851,Jul-20,0,1,0,No,,0,Yes
332722,PFI10,WJ,44.0529153549418,-123.101021408382,Jul-20,0.25,1,0,No,,0,Yes
332726,PFI10,WJ,44.0524519223842,-123.100852377343,Jul-20,0.25,1,0,No,,0,Yes
332727,PFI10,WJ,44.0526830136059,-123.100886427179,Jul-20,0.25,1,0,No,,0,Yes
332728,PFI10,WJ,44.0534908952956,-123.100092852781,Jul-20,0.5,1,0,No,,0,Yes
332729,PFI10,WJ,44.0535483419869,-123.100217429281,Jul-20,0.25,1,0,No,,0,Yes
332731,PFI10,WJ,44.0536233642335,-123.099746232005,Jul-20,0.25,1,0,No,,0,Yes
332732,PFI10,WJ,44.0533541661034,-123.102534005427,Jul-20,0.25,1,0,No,,0,Yes
332752,PFI10,Ash Grove,44.0299114148466,-123.086379434088,Jul-20,0.25,1,0,No,,0,Yes
332761,PFI10,AC,44.0420309987258,-123.109544193854,Jul-20,0,1,0,No,,0,Yes
332766,PFI10,Knickerbocker,44.0446623389234,-123.052783301573,Jul-20,0,1,0,No,,0,Yes
332769,PFI10,Whilamut,44.0502359808267,-123.065397383856,Jul-20,0,1,0,No,,0,Yes
332770,PFI10,Whilamut,44.0495174269873,-123.062888295156,Jul-20,0,1,0,Yes; returned,,0,Yes
332775,PFI10,Jungle Island,44.0687006120702,-123.114849812840,Jul-20,0,1,0,No,,0,Yes
332776,PFI10,Jungle Island,44.0687642572831,-123.114938363467,Jul-20,0,1,0,No,,0,Yes
332779,PFI10,Jungle Island,44.0687659948818,-123.114973155800,Jul-20,0,1,0,No,,0,Yes
332781,PFI10,Jungle Island,44.0688845156465,-123.114971921260,Jul-20,0,1,0,No,,0,Yes
332785,PFI10,WB,44.0691818792704,-123.117507303594,Jul-20,0.5,1,0,No,,0,Yes
332786,PFI10,WB,44.0692132207867,-123.117355182008,Jul-20,0.5,1,0,No,,0,Yes
332787,PFI10,Alexander Loop,44.0767445053417,-123.109747017686,Jul-20,0.5,1,0,Yes; expired,,0,Yes
332796,SFS30,E 24/Hilyard,44.0334602436944,-123.082099248503,Jul-20,7.5,4,3,No,,0,No
332798,SFS30,W 2nd/Jackson,44.0575945318099,-123.107978556638,Jul-20,10,4,3,No,,0,No
332799,SFS30,6th/Washington,44.0533047016749,-123.100281346853,Jul-20,10,4,3,No,,0,No
332800,SFS30,2055 Patterson St,44.0370771956300,-123.083303823114,Jul-20,12,4,2,No,,0,No
332801,SFS30,8 Madison St,44.0596820867449,-123.103555087941,Jul-20,6,4,3,No,,0,No
332880,PFI10,AC,44.0462348808263,-123.131969996843,Jul-20,0,1,0,No,,0,Yes
332907,PFI10,Garfield,44.0422651395375,-123.121983811595,Jul-20,0,1,0,No,125 needles,0,Yes
332922,PFI10,WJ,44.0582063429772,-123.100609700760,Jul-20,0.25,1,0,No,,0,Yes
332923,PFI10,North of 1st,44.0589420246092,-123.100418389739,Jul-20,0.25,1,0,No,,0,Yes
332924,PFI10,Garfield,44.0588227211750,-123.100579190377,Jul-20,0.25,1,0,No,,0,Yes
332936,PFI10,AC,44.0466156294666,-123.141302658056,Jul-20,0,1,0,No,,0,Yes
332939,SFS30,Barger/Empire Park,44.0874578046220,-123.157966298301,Jul-20,17,1,0,No,,0,No
332945,PFI10,AB,44.0516303186725,-123.065581218689,Jul-20,0.25,1,0,No,,0,Yes
333070,PFI10,WJ,44.0557039158150,-123.101655812583,Jul-20,0,1,0,No,,0,Yes
333071,PFI10,WJ,44.0556663415468,-123.101006077462,Jul-20,0,1,0,No,,0,Yes
333072,PFI10,WJ,44.0552851640426,-123.100971552868,Jul-20,0,1,0,No,,0,Yes
333081,PFI10,WJ,44.0535421001422,-123.102063183568,Jul-20,0,1,0,No,,0,Yes
333087,PFI10,SB,44.0629785613118,-123.099628526917,Jul-20,0,1,0,No,,0,Yes
333175,PFI10,Bertelsen,44.0546042855214,-123.157936449999,Jul-20,0.5,1,0,No,,0,Yes
333176,PFI10,Bertelsen,44.0548364942281,-123.158192511405,Jul-20,0.5,1,0,No,,0,Yes
333177,PFI10,Bertelsen,44.0548759615112,-123.158206984219,Jul-20,0.25,1,0,No,,0,Yes
333179,PFI10,Bertelsen,44.0550266659800,-123.158872604794,Jul-20,0.25,1,0,No,,0,Yes
333181,PFI10,Bertelsen,44.0550458338375,-123.159049994177,Jul-20,0.5,1,0,No,,0,Yes
333188,PFI10,Bertelsen,44.0551022732296,-123.159687494117,Jul-20,0,1,0,No,,0,Yes
333190,PFI10,Bertelsen,44.0551013693627,-123.159856633313,Jul-20,0.5,1,0,No,,0,Yes
333191,PFI10,Bertelsen,44.0549672289361,-123.159761327575,Jul-20,0.5,1,0,No,,0,Yes
333192,PFI10,Bertelsen,44.0550803340781,-123.160747048898,Jul-20,0.5,1,0,No,,0,Yes
333193,PFI10,Pin location,44.0550947986731,-123.160874164860,Jul-20,0.5,1,0,No,,0,Yes
333195,PFI10,Bertelsen,44.0550876765367,-123.161330197446,Jul-20,0.5,1,0,No,,0,Yes
333196,PFI10,Bertelsen,44.0550473059731,-123.161751802383,Jul-20,0.5,1,0,No,,0,Yes
333200,PFI10,Bertelsen,44.0535709559920,-123.159556363868,Jul-20,0.5,1,0,No,,0,Yes
333201,PFI10,Bertelsen,44.0524730499617,-123.159368546255,Jul-20,0,1,0,No,,0,Yes
333207,PFI10,Pin location,44.0558404570188,-123.159215091688,Jul-20,0.5,1,0,No,,0,Yes
333219,PFI10,WJ,44.0535092749485,-123.102595624885,Jul-20,0.5,1,0,Yes; expired,,0,Yes
333226,PFI10,WJ,44.0578176420174,-123.101574093522,Jul-20,0,1,0,No,,0,Yes
333228,PFI10,WJ,44.0571733958069,-123.101546332802,Jul-20,0,1,0,No,,0,Yes
333232,PFI10,MJ,44.0637056969215,-123.105462320356,Jul-20,0.25,1,0,No,,0,Yes
333235,PFI10,MJ,44.0644687972425,-123.105566183181,Jul-20,0,1,0,No,,0,Yes
333237,PFI10,MJ,44.0637778677859,-123.106519219710,Jul-20,0,1,0,No,,0,Yes
333252,PFI10,AC,44.0419790282547,-123.112134707817,Jul-20,0,1,0,No,,0,Yes
333264,PFI10,MJ,44.0636595621286,-123.106210051842,Jul-20,0,1,0,No,,0,Yes
333269,PFI10,Across from Jungle Island,44.0685397099596,-123.115137686924,Jul-20,0,1,0,No,,0,Yes
333367,SFS30,Beltline/River Road,44.0964219512452,-123.129134972461,Jul-20,0.5,1,1,No,,0,Yes
333370,SFS30,W 2nd/Monroe,44.0569853189411,-123.104878392523,Jul-20,38,4,3,Yes; expired,,0,No
333397,SFS30,Private road,44.0620659595625,-123.134939417473,Jul-20,31,5,2,Yes; expired,,0,Yes
333403,SFS30,HWY 99 N,44.0600819356290,-123.132889955009,Jul-20,37,4,3,Yes; expired,Called NW Hazmat,0*,Yes
333404,SFS30,HWY 99/Private Road,44.0587786846360,-123.132754706493,Jul-20,43,5,4,No,Called NW Hazmat,0*,Yes
333424,PFI10,Garfield,44.0424494467215,-123.121908429050,Jul-20,0,1,0,No,,0,Yes
333429,SFS30,Terry/Arrowsmith,44.0513316787648,-123.188221515930,Jul-20,6,4,2,No,,0,Yes
333433,SFS30,1st Aly/Jefferson,44.0570302646167,-123.101934587419,Jul-20,16,4,3,No,,0,No
333434,SFS30,Broadway/Alder,44.0496022962733,-123.080196203402,Jul-20,30,4,4,No,Called NW Hazmat,0,No
333435,SFS30,E 8th Ave/Hilyard,44.0514030044796,-123.083317473545,Jul-20,46,8,7,Yes; expired,,0,No
333449,PFI10,WJ,44.0588532748244,-123.101751322180,Jul-20,0,1,0,No,,0,Yes
333450,PFI10,WJ,44.0588663925372,-123.101451223591,Jul-20,0,1,0,No,,0,Yes
333451,PFI10,WJ,44.0586127534316,-123.101101424760,Jul-20,0,1,0,No,,0,Yes
333464,SFS30,11th/Adams,44.0476710102099,-123.106942630201,Jul-20,26.5,4,1,No,,0,No
333465,SFS30,5th Aly/Washington,44.0537984413418,-123.100291249067,Jul-20,1,1,1,No,,0,No
333466,SFS30,W 4th/Lawrence,44.0548946928687,-123.098766823243,Jul-20,16,4,3,No,,0,No
333468,SFS30,Clark/Washington,44.0598348145171,-123.100231593189,Jul-20,12,4,3,No,,0,No
333469,SFS30,4th/Monroe,44.0554470232617,-123.104860342999,Jul-20,5,4,3,No,,0,No
333470,SFS30,4th/Washington,44.0554422605277,-123.100297370550,Jul-20,6,4,3,No,,0,No
333472,SFS30,Beltline/River Road,44.0965711185019,-123.128296630453,Jul-20,1,1,1,No,,0,No
333474,SFS30,14th/Taylor,44.0444569857621,-123.113997394794,Jul-20,12,4,3,No,,0,No
333475,SFS30,River Road,44.0963478934536,-123.128508298565,Jul-20,1,1,1,No,,0,No
333476,SFS30,Pin location,44.0918557334962,-123.180670125834,Jul-20,5,4,2,No,,0,No
333478,SFS30,Jessen/Devos,44.0918156673113,-123.181106983139,Jul-20,3.5,3,2,No,,0,No
333611,PFI10,WJ,44.0574753251070,-123.100934431011,Jul-20,0.25,1,0,No,,0,Yes
333613,PFI10,WJ,44.0571505419411,-123.100978997337,Jul-20,0.25,1,0,No,,0,Yes
333614,PFI10,WJ,44.0567034186727,-123.101536819368,Jul-20,0.25,1,0,No,,0,Yes
333672,PFI10,SB,44.0609015452841,-123.100459590570,Jul-20,0.25,1,0,No,,0,Yes
333788,SWM30,Pin location,44.0585966447925,-123.083386049572,Jul-20,1.5,3,2,No,,0,Yes
333839,PFI10,TS,44.0683506675946,-123.138637884914,Jul-20,0,1,0,No,,0,Yes
333840,PFI10,TS,44.0685809727800,-123.138876486746,Jul-20,0.25,1,0,No,,0,Yes
333842,PFI10,TS,44.0689298910141,-123.139014750207,Jul-20,0,1,0,No,,0,Yes
333843,PFI10,TS,44.0689936145344,-123.139154532943,Jul-20,0.25,1,0,No,,0,Yes
333844,PFI10,TS,44.0691033383842,-123.139203663870,Jul-20,0,1,0,No,,0,Yes
333849,PFI10,TS,44.0693270172535,-123.139369298761,Jul-20,0,1,0,No,,0,Yes
333857,PFI10,TS,44.0694909168615,-123.139506844461,Jul-20,0.25,1,0,No,,0,Yes
333858,PFI10,TS,44.0694847872069,-123.139515068545,Jul-20,0.25,1,0,No,,0,Yes
333860,PFI10,TS,44.0694302674063,-123.139445746652,Jul-20,0.25,1,0,No,,0,Yes
333863,PFI10,TS,44.0694775030634,-123.139364139765,Jul-20,0.25,1,0,No,,0,Yes
333864,PFI10,TS,44.0694731597506,-123.139337349534,Jul-20,0.25,1,0,No,,0,Yes
333865,PFI10,TS,44.0694172680737,-123.139225382394,Jul-20,0.25,1,0,No,,0,Yes
333866,PFI10,TS,44.0693175747174,-123.139115246908,Jul-20,0.25,1,0,No,,0,Yes
333867,PFI10,TS,44.0693408570971,-123.138978268220,Jul-20,0,1,0,No,,0,Yes
333868,PFI10,TS,44.0694051660077,-123.138870432575,Jul-20,0.25,1,0,No,,0,Yes
333870,PFI10,TS,44.0694618855321,-123.138890520866,Jul-20,0.25,1,0,No,,0,Yes
333871,PFI10,TS,44.0694104036266,-123.138794482335,Jul-20,0,1,0,No,,0,Yes
333872,PFI10,TS,44.0694160226205,-123.138650237227,Jul-20,0,1,0,No,,0,Yes
333873,PFI10,TS,44.0695725541909,-123.138295789622,Jul-20,0,1,0,No,,0,Yes
333874,PFI10,TS,44.0696163287740,-123.138049432829,Jul-20,0,1,0,No,,0,Yes
333875,PFI10,TS,44.0696382730040,-123.137951483441,Jul-20,0.25,1,0,No,,0,Yes
333876,PFI10,TS,44.0696058113348,-123.137921840932,Jul-20,0,1,0,No,,0,Yes
333877,PFI10,TS,44.0695916001646,-123.137944947893,Jul-20,0,1,0,No,,0,Yes
333886,PFI10,AB,44.0522859613493,-123.071003142353,Jul-20,0,1,0,No,,0,Yes
333903,PFI10,WJ,44.0535099456147,-123.099575923248,Jul-20,0,1,0,No,,0,Yes
333907,PFI10,SB,44.0579642035330,-123.085586450300,Jul-20,0.25,1,0,No,,0,Yes
333908,PFI10,SB,44.0591733551667,-123.086867359505,Jul-20,0,1,0,No,,0,Yes
333910,PFI10,SB,44.0597639803560,-123.087955738658,Jul-20,0.5,1,0,No,,0,Yes
333911,PFI10,SB,44.0600545116959,-123.089806290493,Jul-20,0.5,1,0,No,,0,Yes
333912,SWM30,Pin location,44.0533923017033,-123.102331021458,Jul-20,0,1,0,No,,0,Yes
333988,PFI10,Owen Rose,44.0636730459813,-123.102128368348,Jul-20,0,1,0,No,,0,Yes
334005,PFI10,Pin location,44.0642719032957,-123.104754509758,Jul-20,0,1,0,No,,0,Yes
334016,PFI10,WB,44.0675051530168,-123.113057716372,Jul-20,0,1,0,No,,0,Yes
334017,PFI10,WB,44.0675660666062,-123.113119670709,Jul-20,0,1,0,No,,0,Yes
334018,PFI10,WB,44.0676210663702,-123.113312367298,Jul-20,0,1,0,No,,0,Yes
334019,PFI10,WB,44.0677365058199,-123.113404031205,Jul-20,0,1,0,No,,0,Yes
334021,PFI10,WB,44.0674746563403,-123.113616602362,Jul-20,0,1,0,No,,0,Yes
334027,PFI10,WB,44.0691518479823,-123.117349648550,Jul-20,0,1,0,No,,0,Yes
334029,PFI10,WB,44.0692749003016,-123.117327135338,Jul-20,0,1,0,No,,0,Yes
334031,PFI10,Rasor,44.0706625017961,-123.116644359466,Jul-20,0,1,0,No,,0,Yes
334041,PFI10,Rasor,44.0713686253159,-123.116519236194,Jul-20,0,1,0,No,,0,Yes
334045,PFI10,AC,44.0464176796592,-123.144542997362,Jul-20,0,1,0,No,,0,Yes
334065,PFI10,AC,44.0463159726969,-123.136914665331,Jul-20,0,1,0,No,,0,Yes
334066,PFI10,AC,44.0464250767789,-123.136888095762,Jul-20,0,1,0,No,,0,Yes
334072,PFI10,Delta Ponds,44.0718559563368,-123.114123030835,Jul-20,0.5,1,0,No,,0,Yes
334073,PFI10,Delta Ponds,44.0730554860970,-123.114070324240,Jul-20,0,1,0,No,,0,Yes
334074,PFI10,Delta Ponds,44.0738778498958,-123.114429036252,Jul-20,0.5,1,0,No,,0,Yes
334075,PFI10,Delta Ponds,44.0740886284480,-123.114305280670,Jul-20,0,1,0,No,,0,Yes
334077,PFI10,Gudukut,44.0445997085271,-123.125677341360,Jul-20,0,1,0,No,,0,Yes
334080,PFI10,Gudukut,44.0447605010960,-123.126529947404,Jul-20,0,1,0,No,,0,Yes
334084,PFI10,Bertelsen,44.0525509766853,-123.159020900139,Jul-20,0.5,1,0,No,,0,Yes
334087,PFI10,Bertelsen,44.0718155874556,-123.204093463153,Jul-20,0,1,0,No,,0,Yes
334090,PFI10,North Bank,44.0660058241121,-123.106952208873,Jul-20,0,1,0,No,,0,Yes
334091,PFI10,North Bank,44.0661424363508,-123.107231961053,Jul-20,0,1,0,No,,0,Yes
334092,PFI10,Bertelsen,44.0549723227453,-123.160725683178,Jul-20,0.5,1,0,No,,0,Yes
334113,SFS30,W 11th/Sam Reynolds,44.0482510575943,-123.159804312578,Jul-20,5,4,1,No,,1,Yes
334254,PFI10,MJ,44.0642289903990,-123.104283265644,Jul-20,0,1,0,No,,0,Yes
334262,SFS30,35 Silver Lane,44.0961431833973,-123.128777119210,Jul-20,0.5,1,1,No,,0,No
334264,SFS30,Beltline/River Road,44.0975467530410,-123.128719954346,Jul-20,0.5,1,1,No,,0,No
334286,PFI10,West Bank,44.0676408196480,-123.113806869619,Jul-20,0,1,0,No,,0,Yes
334295,PFI10,SB,44.0605551192243,-123.091663007761,Jul-20,0,1,0,No,,0,Yes
334302,SFS30,1075 Arrowsmith St,44.0493598920375,-123.185903878304,Jul-20,31,4,3,No,Called NW Hazmat (syringes),0,No
334303,SFS30,W 6th Aly/Jefferson,44.0527043595849,-123.101842431341,Jul-20,18,4,3,No,,0,No
334408,SFS30,Garfield,44.0438128511646,-123.123402923099,Jul-20,6,4,2,No,,0,No
334416,SFS30,E 25th/Harris Aly,44.0322326994654,-123.078394870450,Jul-20,1,1,1,No,,0,No
334425,SFS30,2411 MLK,44.0619062742907,-123.072682847014,Jul-20,4,4,2,No,,0,No
334428,PFI10,WJ,44.0568195099172,-123.101547565049,Jul-20,0,1,0,No,,0,Yes
334431,PFI10,WJ,44.0566831128454,-123.100851734148,Jul-20,0,1,0,No,,0,Yes
334432,PFI10,WJ,44.0567620868002,-123.100795080432,Jul-20,0.5,1,0,No,,0,Yes
334434,PFI10,WJ,44.0562136928504,-123.101496489956,Jul-20,0.25,1,0,No,,0,Yes
334435,PFI10,WJ,44.0563304924587,-123.101330970497,Jul-20,0.25,1,0,No,,0,Yes
334437,PFI10,WJ,44.0554829328348,-123.101090318101,Jul-20,0.25,1,0,No,,0,Yes
334442,PFI10,WJ,44.0560881303325,-123.100558165766,Jul-20,0.25,1,0,No,,0,Yes
334449,PFI10,AC,44.0457302104206,-123.125867060513,Jul-20,0.5,1,0,No,,0,Yes
334450,PFI10,MJ,44.0671637269492,-123.112493223378,Jul-20,0,1,0,No,,0,Yes
334455,PFI10,WB,44.0761775087329,-123.115990693755,Jul-20,0.5,1,0,No,,0,Yes
334458,PFI10,SB,44.0617004963409,-123.095444669659,Jul-20,0,1,0,No,,0,Yes
334459,PFI10,SB,44.0617218130243,-123.095844408260,Jul-20,0,1,0,No,,0,Yes
334475,PFI10,NB,44.0676866733719,-123.111084491343,Jul-20,0,1,0,No,,0,Yes
334628,PFI10,AC,44.0422338923560,-123.120612479068,Jul-20,0.25,1,0,No,,0,Yes
334629,PFI10,AC,44.0461169444330,-123.132004928679,Jul-20,0,1,0,No,,0,Yes
334630,PFI10,AC,44.0427852221242,-123.121062816810,Jul-20,0.5,1,0,No,,0,Yes
334631,PFI10,AC,44.0419548632510,-123.110931713745,Jul-20,0.5,1,0,No,,0,Yes
334632,PFI10,WB,44.0679002050797,-123.114187745072,Jul-20,0.5,1,0,No,,0,Yes
334633,PFI10,WB,44.0690836862884,-123.115503556113,Jul-20,0,1,0,No,,0,Yes
334773,PFI10,Grant,44.0423511896029,-123.119760131485,Jul-20,0.25,1,0,No,,0,Yes
334790,SWM30,Chambers/Railroad,44.0637688788854,-123.116614278809,Jul-20,34,9,5,No,,0,Yes
334798,SFS30,HWY 99/Roosevelt Blvd,44.0638752987179,-123.137229382300,Jul-20,11,4,3,No,,0,Yes
334799,SFS30,18th/Chambers,44.0404261207169,-123.117692185691,Jul-20,8,4,3,No,,0,No
334800,SFS30,E 26th/Oak,44.0305270613280,-123.089421991427,Jul-20,9,4,4,No,,0,No
334801,SFS30,7th/Nolan,44.0513496561529,-123.169216503402,Jul-20,16,4,3,No,,0,Yes
334802,SFS30,11th/Commerce,44.0485108686257,-123.167023130137,Jul-20,16,4,3,No,,0,Yes
334803,SFS30,1st Aly/Jefferson,44.0581891674350,-123.101778140600,Jul-20,16,4,3,No,,0,Yes
334808,PFI10,SB,44.0617552206870,-123.095932876434,Jul-20,0.25,1,0,No,,0,Yes
334815,PFI10,SB,44.0620902883919,-123.097171603931,Jul-20,0.5,1,0,No,,0,Yes
334820,PFI10,SB,44.0607556870534,-123.092382717662,Jul-20,0,1,0,No,,0,Yes
334821,PFI10,SB,44.0602072096582,-123.090343507138,Jul-20,0.5,1,0,No,,0,Yes
334822,PFI10,SB,44.0597787010818,-123.088927044516,Jul-20,0.5,1,0,No,,0,Yes
334824,PFI10,SB,44.0596196569599,-123.088492449232,Jul-20,0.25,1,0,No,,0,Yes
334827,PFI10,SB,44.0591411489043,-123.086821654125,Jul-20,0.5,1,0,No,,0,Yes
334828,PFI10,SB,44.0590948341949,-123.086710042412,Jul-20,0,1,0,No,,0,Yes
334830,PFI10,SB,44.0576529035293,-123.084443536108,Jul-20,0,1,0,No,,0,Yes
334839,PFI10,Gudukut,44.0446670743163,-123.126357235507,Jul-20,0,1,0,No,,0,Yes
334841,PFI10,Gudukut,44.0444304349580,-123.125927883601,Jul-20,0,1,0,No,,0,Yes
334856,PFI10,AB,44.0522820002314,-123.070994983583,Jul-20,0,1,0,No,,0,Yes
334857,PFI10,AB,44.0518932947828,-123.069307513129,Jul-20,0,1,0,No,,0,Yes
334867,PFI10,AC,44.0462631117049,-123.131030589857,Jul-20,0.5,1,0,No,,0,Yes
334878,PFI10,TS,44.0685164249002,-123.138796737532,Jul-20,0,1,0,No,,0,Yes
